age,gender,province,urban_rural,household_income,parent_education,attendance,highest_grade,dropout
18,Male,Northern Cape,Urban,11602.83,Secondary,Yes,2,0
18,Male,Northern Cape,Urban,4327.19,Secondary,Yes,4,0
14,Female,Northern Cape,Urban,10563.84,Secondary,Yes,2,0
19,Male,North West,Urban,1000000.0,Primary,Yes,2,0
13,Female,Gauteng,Urban,,,,9,1
13,Male,Eastern Cape,Rural,6725.54,None,Yes,1,0
14,Male,Eastern Cape,Rural,2175.55,Secondary,Yes,4,0
17,Male,Limpopo,Rural,10678.49,Primary,Yes,2,0
13,Male,Mpumalanga,Urban,10660.09,Primary,No,9,1
15,Female,Eastern Cape,Rural,13721.45,Secondary,Yes,9,0
12,Female,KwaZulu-Natal,Rural,7084.81,Secondary,Yes,11,0
18,Male,Mpumalanga,Rural,9805.88,Secondary,No,1,0
18,Female,Northern Cape,Urban,11950.94,Secondary,No,7,0
15,Male,Northern Cape,Rural,4984.43,Tertiary,Yes,6,0
19,Male,North West,Rural,4376.14,Tertiary,Yes,3,0
13,Male,Mpumalanga,Urban,5108.46,Tertiary,Yes,7,0
18,Male,KwaZulu-Natal,Rural,6602.82,Secondary,Yes,1,0
16,Female,North West,Urban,4517.78,Primary,No,9,1
19,Male,Limpopo,Urban,5280.69,Tertiary,Yes,4,0
12,Male,Mpumalanga,Urban,11523.66,Primary,No,9,1
12,Female,Northern Cape,Rural,7614.61,Primary,Yes,6,0
18,Male,Northern Cape,Urban,9226.79,Secondary,Yes,11,0
14,Male,Western Cape,Urban,5797.13,None,Yes,3,0
19,Male,North West,Urban,5534.54,Tertiary,Yes,4,0
18,Female,Gauteng,Urban,9142.22,Secondary,Yes,11,0
14,Male,Gauteng,Urban,8504.25,Secondary,Yes,10,0
18,Female,North West,Rural,11111.95,Secondary,Yes,3,0
16,Male,Free State,Rural,13206.37,Secondary,Yes,6,0
19,Male,North West,Urban,5234.35,None,Yes,1,0
17,Female,Limpopo,Urban,-5000.0,Secondary,Yes,8,1
12,Male,Northern Cape,Urban,3680.78,Secondary,Yes,8,0
18,Male,KwaZulu-Natal,Rural,16295.11,Secondary,Yes,9,0
16,Female,Free State,Urban,4854.78,Secondary,Yes,6,0
14,Female,Mpumalanga,Urban,10762.52,Primary,Yes,1,0
14,Female,Free State,Urban,3651.04,Primary,Yes,3,0
12,Female,KwaZulu-Natal,Rural,7391.64,Primary,Yes,1,0
15,Female,Western Cape,Rural,14182.93,Primary,Yes,5,0
18,Male,Northern Cape,Rural,4729.18,Tertiary,Yes,3,0
19,Female,Gauteng,Rural,16816.74,Tertiary,Yes,2,0
13,Male,North West,Urban,7978.9,Primary,Yes,3,0
14,Male,North West,Urban,11902.85,Secondary,Yes,9,0
19,Male,Gauteng,Urban,9611.78,Secondary,No,1,0
19,Female,Free State,Urban,9828.16,Primary,Yes,8,0
17,Female,Northern Cape,Urban,2295.55,Primary,Yes,3,0
19,Male,Eastern Cape,Urban,6108.59,Tertiary,Yes,11,0
19,Female,Limpopo,Urban,12783.91,Secondary,Yes,2,0
17,Female,KwaZulu-Natal,Rural,6622.72,Tertiary,No,8,1
14,Female,Free State,Rural,8555.33,Primary,Yes,1,0
19,Female,Mpumalanga,Rural,1810.31,Secondary,Yes,4,0
15,Male,Western Cape,Rural,5849.69,Primary,Yes,8,0
15,Male,North West,Urban,12492.16,Primary,Yes,1,0
16,Female,Free State,Rural,2869.48,Secondary,Yes,5,0
17,Male,Western Cape,Urban,,,,4,0
16,Female,KwaZulu-Natal,Rural,8711.11,Primary,Yes,6,0
17,Female,North West,Urban,7056.18,Primary,Yes,7,0
18,Male,North West,Rural,6880.3,None,Yes,9,0
18,Male,Eastern Cape,Urban,6035.88,Secondary,Yes,1,0
19,Male,Free State,Urban,6392.12,Secondary,Yes,11,0
13,Female,Northern Cape,Rural,11718.96,None,No,8,1
18,Male,Gauteng,Urban,6271.82,Primary,Yes,4,0
13,Female,Gauteng,Rural,15230.36,Primary,Yes,6,0
5,Male,Limpopo,Rural,,,,10,0
12,Male,Mpumalanga,Rural,5694.95,None,Yes,7,1
18,Female,Western Cape,Rural,11893.46,Secondary,Yes,7,0
16,Female,Free State,Rural,10495.58,None,Yes,8,0
14,Female,Mpumalanga,Urban,1383.29,Primary,Yes,10,0
19,Female,Eastern Cape,Rural,3862.11,Tertiary,Yes,8,0
16,Female,North West,Rural,7538.32,Secondary,No,2,1
14,Female,Northern Cape,Rural,1665.57,None,Yes,8,0
15,Female,Free State,Urban,16362.12,Tertiary,No,4,1
16,Female,Mpumalanga,Rural,11288.93,Secondary,Yes,6,0
15,Male,Mpumalanga,Rural,7946.67,Tertiary,No,9,1
13,Female,Northern Cape,Rural,6629.17,Secondary,Yes,3,0
13,Female,Limpopo,Urban,5601.35,Secondary,Yes,6,0
12,Male,Western Cape,Urban,143.87,Tertiary,Yes,5,0
18,Female,Western Cape,Urban,1068.51,Primary,Yes,8,0
16,Male,Mpumalanga,Rural,15604.48,Secondary,Yes,4,0
15,Male,KwaZulu-Natal,Rural,14294.4,Secondary,Yes,4,0
14,Female,Mpumalanga,Urban,5696.89,None,Yes,10,0
13,Male,Mpumalanga,Urban,11632.0,None,Yes,11,0
18,Female,Northern Cape,Urban,10025.68,Primary,Yes,10,0
13,Male,North West,Urban,10497.15,Secondary,Yes,5,0
14,Male,Northern Cape,Rural,,,,11,0
18,Male,Free State,Rural,767.29,Secondary,No,8,0
18,Female,Mpumalanga,Urban,12730.38,None,Yes,11,0
15,Female,Western Cape,Urban,82.81,Secondary,No,8,1
15,Male,Western Cape,Urban,7407.23,Tertiary,Yes,2,0
16,Male,Gauteng,Rural,6529.19,Primary,Yes,2,0
16,Female,Limpopo,Urban,,,,3,0
17,Female,Eastern Cape,Urban,9257.8,Secondary,Yes,2,0
19,Male,Free State,Urban,5289.63,Secondary,Yes,1,0
17,Male,Free State,Rural,9582.94,Secondary,Yes,8,0
12,Female,Limpopo,Rural,8564.62,Tertiary,Yes,5,0
13,Female,Eastern Cape,Rural,16394.93,Primary,Yes,10,0
16,Female,North West,Urban,2458.36,Tertiary,Yes,1,0
15,Female,Mpumalanga,Urban,8117.08,Primary,Yes,9,0
14,Female,Eastern Cape,Urban,,,,8,0
15,Male,KwaZulu-Natal,Rural,6974.39,None,Yes,4,0
13,Female,Gauteng,Urban,2651.7,Secondary,Yes,8,0
17,Male,Eastern Cape,Urban,13028.41,Secondary,Yes,10,0
15,Female,Eastern Cape,Rural,9347.74,Primary,Yes,7,0
19,Male,Gauteng,Rural,2932.41,Primary,Yes,11,0
12,Female,Mpumalanga,Urban,9754.67,Tertiary,Yes,11,0
13,Female,Eastern Cape,Urban,14806.26,Tertiary,Yes,7,0
17,Male,Gauteng,Urban,7854.74,Secondary,Yes,1,0
19,Male,Gauteng,Rural,7991.15,Secondary,Yes,6,0
14,Female,Gauteng,Rural,14272.02,Secondary,Yes,4,0
17,Female,Northern Cape,Urban,4118.46,Primary,Yes,10,0
18,Female,Northern Cape,Urban,14910.21,Tertiary,Yes,10,0
19,Female,KwaZulu-Natal,Rural,11891.64,Primary,Yes,10,0
19,Female,North West,Rural,,,,4,0
12,Male,Northern Cape,Urban,5326.92,Primary,Yes,2,0
13,Male,Northern Cape,Urban,5900.75,Secondary,Yes,10,0
14,Female,North West,Urban,665.74,Secondary,Yes,7,0
12,Male,Limpopo,Urban,9041.89,Secondary,Yes,9,0
17,Male,Gauteng,Rural,,,,6,1
12,Male,Free State,Rural,9186.21,Secondary,Yes,8,0
19,Female,North West,Rural,2836.23,Primary,No,1,0
13,Male,KwaZulu-Natal,Urban,11692.05,Primary,Yes,7,0
16,Female,Mpumalanga,Rural,10950.5,None,Yes,7,0
12,Male,KwaZulu-Natal,Urban,5176.48,Secondary,Yes,9,0
18,Female,Gauteng,Urban,9438.6,Secondary,Yes,3,0
12,Male,North West,Urban,8331.68,Secondary,Yes,1,0
17,Female,KwaZulu-Natal,Urban,,,,2,0
17,Female,KwaZulu-Natal,Rural,3870.08,Secondary,Yes,6,0
14,Male,Limpopo,Urban,7390.81,Secondary,No,2,1
17,Female,Limpopo,Urban,5437.27,Primary,Yes,10,0
15,Female,North West,Urban,8179.27,Primary,Yes,9,0
13,Female,Gauteng,Urban,10133.09,Secondary,Yes,3,0
13,Female,Northern Cape,Urban,5392.77,Secondary,Yes,10,0
16,Female,Western Cape,Urban,6543.58,Tertiary,Yes,2,0
16,Female,Eastern Cape,Rural,11864.16,Tertiary,Yes,11,0
13,Female,Free State,Urban,13429.3,Primary,Yes,1,0
18,Female,Eastern Cape,Urban,9974.06,Primary,Yes,2,0
16,Male,Limpopo,Urban,7448.15,Secondary,Yes,3,0
5,Male,North West,Rural,7067.61,Primary,Yes,7,0
17,Female,Eastern Cape,Urban,,,,3,1
13,Female,Gauteng,Urban,8911.07,Tertiary,Yes,5,0
19,Male,Free State,Urban,1404.1,Primary,Yes,2,0
16,Male,Eastern Cape,Urban,10289.54,Tertiary,Yes,7,0
13,Male,Free State,Urban,4557.72,Secondary,Yes,10,0
15,Female,Mpumalanga,Rural,2332.25,Secondary,Yes,8,0
12,Male,Gauteng,Rural,1326.62,Primary,Yes,8,0
17,Female,Western Cape,Urban,7135.58,Primary,Yes,8,0
13,Female,KwaZulu-Natal,Rural,3933.9,Secondary,Yes,10,0
12,Male,Free State,Rural,0.0,Primary,Yes,9,0
16,Female,Gauteng,Urban,6566.18,Primary,Yes,1,0
12,Female,Free State,Urban,,,,1,0
17,Female,Free State,Urban,7400.4,Primary,Yes,10,0
13,Female,Northern Cape,Urban,5484.41,Primary,Yes,2,0
15,Male,Northern Cape,Rural,-5000.0,Secondary,No,1,1
18,Male,Gauteng,Rural,10069.35,Primary,Yes,6,0
16,Female,Northern Cape,Rural,6001.55,None,Yes,1,0
13,Female,Western Cape,Rural,7745.49,Secondary,Yes,5,0
17,Male,North West,Urban,13658.57,Tertiary,Yes,5,0
16,Female,Gauteng,Urban,11826.49,Primary,Yes,4,0
14,Male,Gauteng,Rural,,,,9,1
12,Female,Limpopo,Urban,4102.84,Secondary,No,8,1
18,Female,Limpopo,Rural,4872.61,Tertiary,Yes,1,0
17,Male,Northern Cape,Rural,6241.2,Secondary,Yes,11,0
14,Male,North West,Rural,5618.31,Secondary,Yes,11,0
19,Male,Northern Cape,Rural,8136.04,Primary,Yes,6,0
13,Male,Mpumalanga,Urban,10942.89,Secondary,Yes,7,0
15,Female,Mpumalanga,Rural,11610.64,None,Yes,8,0
16,Male,KwaZulu-Natal,Rural,6692.81,Secondary,Yes,2,0
12,Female,Mpumalanga,Urban,1461.23,Secondary,Yes,7,0
16,Male,Limpopo,Rural,3838.36,Tertiary,Yes,6,0
18,Male,Western Cape,Urban,5920.9,Primary,Yes,9,0
13,Female,Mpumalanga,Rural,,,,8,0
16,Male,Northern Cape,Urban,12563.44,Secondary,Yes,11,0
12,Male,Free State,Urban,3281.84,Secondary,Yes,4,0
13,Male,Gauteng,Urban,10468.25,Secondary,Yes,9,0
16,Male,Western Cape,Rural,1272.48,Primary,Yes,1,0
15,Female,Western Cape,Urban,10628.8,Primary,Yes,11,0
17,Female,Northern Cape,Urban,7442.93,Secondary,Yes,6,0
13,Male,Gauteng,Urban,14050.12,Primary,No,6,1
17,Male,Limpopo,Rural,3473.75,Tertiary,Yes,11,0
19,Male,Western Cape,Urban,5743.54,Secondary,Yes,11,0
13,Female,KwaZulu-Natal,Urban,6518.27,Secondary,Yes,4,0
15,Female,Northern Cape,Rural,7390.0,Secondary,No,3,1
17,Female,Western Cape,Urban,6616.08,Secondary,Yes,11,0
14,Female,North West,Rural,6693.29,Primary,No,6,1
12,Male,Gauteng,Urban,6627.75,Tertiary,Yes,10,0
14,Male,Mpumalanga,Rural,0.0,Primary,No,2,1
16,Male,Western Cape,Urban,11973.34,Secondary,Yes,5,0
15,Female,Northern Cape,Urban,,,,6,0
14,Male,Mpumalanga,Rural,9193.08,Secondary,No,2,1
13,Female,KwaZulu-Natal,Urban,3457.0,Primary,No,9,1
5,Female,Mpumalanga,Rural,3861.85,Primary,Yes,5,0
16,Male,North West,Urban,10452.7,Tertiary,Yes,5,0
14,Male,Limpopo,Urban,,,,9,0
19,Male,Western Cape,Urban,6862.84,Secondary,Yes,8,0
14,Female,Eastern Cape,Rural,11013.62,Tertiary,Yes,9,0
19,Female,Eastern Cape,Urban,0.0,None,No,9,0
15,Male,Mpumalanga,Urban,,,,3,0
12,Male,Gauteng,Urban,8951.04,Primary,Yes,1,0
14,Female,Eastern Cape,Urban,4016.21,None,Yes,10,0
18,Male,Eastern Cape,Urban,2266.7,Secondary,Yes,6,0
19,Female,Gauteng,Rural,8485.31,Tertiary,Yes,4,0
14,Female,Free State,Urban,13628.95,None,Yes,11,0
17,Male,Eastern Cape,Rural,7087.63,Secondary,Yes,8,0
13,Male,North West,Urban,4589.26,Secondary,Yes,2,0
18,Male,Western Cape,Rural,8765.15,Tertiary,Yes,11,0
18,Male,Western Cape,Rural,15283.49,None,Yes,2,0
19,Female,Northern Cape,Urban,9725.2,Secondary,No,8,0
17,Female,Northern Cape,Rural,10157.61,Secondary,Yes,5,0
17,Female,Gauteng,Urban,12891.19,Secondary,Yes,1,0
16,Male,KwaZulu-Natal,Rural,9890.23,Tertiary,Yes,7,0
19,Female,Northern Cape,Rural,4876.12,Tertiary,Yes,7,0
12,Male,Gauteng,Urban,1021.74,None,Yes,10,0
13,Male,Northern Cape,Urban,4313.39,Secondary,Yes,6,0
15,Male,Northern Cape,Urban,3581.09,Primary,Yes,4,0
18,Male,KwaZulu-Natal,Urban,10637.23,Primary,Yes,8,0
15,Male,Eastern Cape,Urban,11193.39,Secondary,Yes,11,0
14,Male,Mpumalanga,Urban,8702.29,Primary,No,1,1
14,Female,Free State,Urban,-5000.0,Secondary,Yes,2,0
15,Male,Northern Cape,Rural,15146.39,Tertiary,No,9,1
14,Female,Northern Cape,Urban,6335.16,None,Yes,3,0
12,Female,North West,Urban,10413.92,Tertiary,Yes,6,0
17,Male,Free State,Rural,8197.3,Secondary,Yes,1,0
14,Male,KwaZulu-Natal,Urban,8834.65,Secondary,Yes,11,0
16,Male,Western Cape,Urban,10272.74,Tertiary,Yes,2,0
14,Female,Northern Cape,Urban,5215.92,Primary,Yes,10,0
13,Male,Mpumalanga,Rural,13221.61,Secondary,Yes,2,0
12,Female,Free State,Rural,1681.98,Secondary,Yes,1,0
13,Male,Eastern Cape,Urban,3845.77,Primary,No,6,1
13,Male,Northern Cape,Rural,13169.72,Tertiary,Yes,10,0
16,Female,Western Cape,Urban,10360.02,Tertiary,Yes,7,0
12,Female,Western Cape,Rural,18161.56,Primary,Yes,1,0
12,Male,Northern Cape,Rural,8273.4,Primary,Yes,7,0
19,Female,Limpopo,Rural,14801.72,Secondary,Yes,5,0
12,Female,Western Cape,Urban,570.08,None,Yes,9,0
12,Female,Gauteng,Urban,2345.94,Secondary,Yes,2,0
12,Female,Western Cape,Urban,11582.1,Primary,Yes,1,0
16,Female,Free State,Rural,1038.53,Secondary,Yes,9,0
14,Male,Limpopo,Urban,7210.53,None,Yes,8,0
19,Male,KwaZulu-Natal,Rural,12668.84,Primary,No,3,0
13,Female,North West,Rural,10004.69,Secondary,Yes,6,0
12,Male,KwaZulu-Natal,Urban,8044.38,Secondary,Yes,5,0
18,Male,Eastern Cape,Rural,6203.57,Tertiary,No,5,0
30,Female,North West,Rural,8808.9,Tertiary,Yes,8,0
14,Male,Eastern Cape,Rural,,,,5,0
13,Female,North West,Rural,5356.42,None,Yes,7,0
16,Female,North West,Rural,9486.94,Tertiary,Yes,1,0
15,Male,Gauteng,Urban,,,,7,1
15,Female,Mpumalanga,Rural,7110.09,Tertiary,Yes,2,0
14,Female,Free State,Urban,8272.49,Primary,Yes,10,0
17,Female,KwaZulu-Natal,Rural,9935.12,Tertiary,Yes,3,0
17,Female,Western Cape,Rural,10205.34,Primary,No,2,1
13,Female,Limpopo,Urban,11513.81,Secondary,Yes,11,0
15,Male,Free State,Rural,,,,11,0
14,Male,Eastern Cape,Urban,-5000.0,Primary,No,5,1
16,Female,Gauteng,Urban,6032.49,Tertiary,Yes,1,0
15,Female,Eastern Cape,Urban,4384.35,Primary,Yes,8,0
14,Male,Mpumalanga,Rural,806.34,Tertiary,Yes,4,0
14,Female,Limpopo,Rural,0.0,Primary,Yes,3,0
12,Male,Gauteng,Rural,12781.81,Tertiary,Yes,1,0
16,Female,Eastern Cape,Urban,1784.43,None,Yes,2,0
12,Female,Mpumalanga,Rural,14266.04,Secondary,Yes,3,0
13,Female,Eastern Cape,Rural,10957.64,Secondary,Yes,3,0
12,Female,Free State,Urban,6377.25,Secondary,Yes,6,0
18,Female,Limpopo,Urban,10465.69,Primary,Yes,10,0
12,Female,Northern Cape,Urban,9700.53,Secondary,Yes,8,0
